centroid	uniref90	B32_SW	129_VTPPs	CC57c	B91_TPP	ATCC51146	129_MSG	CSUNSWCD	B91_SC	CAM	129_VTPP	B91_SCBr
PROKKA_CSUNSWCD_00794 	UniRef90_M5IJB2|1245	0	0	0	0	0	0	1	0	0	0	0
PROKKA_129_MSG_01575 	UniRef90_M3J7X0|234	0	1	1	0	0	1	0	0	0	1	0
PROKKA_CC57c_02120 	No_Uniref	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CSUNSWCD_00044 	UniRef90_M5ICU7|228	0	0	0	0	0	0	1	0	0	0	0
PROKKA_ATCC51146_00397 	UniRef90_C6REL2|312	0	0	0	0	1	0	0	0	0	0	0
PROKKA_ATCC51146_02047 	UniRef90_B9CYA7|126	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_02044 	UniRef90_M3IIR9|156	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_01124 	UniRef90_M3H0P6|90	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CC57c_01690 	UniRef90_B9D405|369	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00477 	UniRef90_M5IS55|123	0	1	0	0	0	1	0	0	0	1	0
PROKKA_ATCC51146_02049 	UniRef90_C6RJ11|1296	0	0	0	0	1	0	0	0	1	0	0
PROKKA_CSUNSWCD_00065 	UniRef90_M5IPS7|315	0	0	0	0	0	0	1	0	0	0	0
PROKKA_129_MSG_01815 	No_Uniref	1	1	0	0	0	1	0	0	0	1	0
PROKKA_B32_SW_01147 	UniRef90_C6RGP5|1554	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01817 	No_Uniref	1	1	0	0	0	1	0	0	0	1	0
PROKKA_B32_SW_00498 	UniRef90_M5ISJ3|849	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CSUNSWCD_00060 	UniRef90_M5IPS4|477	0	0	0	0	0	0	1	0	0	0	0
PROKKA_B32_SW_01143 	UniRef90_C6RFP5|1446	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01813 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_01081 	UniRef90_B9CY82|705	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01038 	UniRef90_B9D485|1260	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01039 	UniRef90_C6RF08|726	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CSUNSWCD_00069 	UniRef90_M5ICY4|876	1	0	0	0	0	0	1	0	0	0	0
PROKKA_CSUNSWCD_00068 	UniRef90_M5INQ4|5532	0	0	0	0	0	0	1	0	0	0	0
PROKKA_B91_SCBr_01030 	UniRef90_M3GWJ8|480	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01280 	UniRef90_A7ZBD9|495	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B32_SW_00632 	UniRef90_C6RD75|1116	1	0	0	0	0	0	1	0	0	0	0
PROKKA_B32_SW_02077 	UniRef90_M5IQK0|252	1	1	0	0	0	1	0	0	0	1	0
PROKKA_B32_SW_00634 	UniRef90_B9D2U3|1407	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_00323 	UniRef90_U2F0H1|213	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B32_SW_00693 	No_Uniref	1	1	1	0	0	1	1	0	1	1	0
PROKKA_B32_SW_00638 	No_Uniref	1	0	0	0	0	0	1	0	0	0	0
PROKKA_CSUNSWCD_01310 	UniRef90_B9D4K9|477	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00831 	UniRef90_M3JBU2|234	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CAM_01956 	UniRef90_M3JAV0|711	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00595 	UniRef90_M3I3B8|1137	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_01674 	UniRef90_M3IJ27|621	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00591 	UniRef90_B9D0W9|1536	0	0	1	1	1	0	0	1	1	0	1
PROKKA_CC57c_00590 	UniRef90_M3I3B3|414	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_00593 	UniRef90_M3JEJ5|735	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_00322 	UniRef90_U2G6L6|546	0	0	0	1	0	0	0	1	0	0	1
PROKKA_129_MSG_01122 	UniRef90_B9CY38|153	0	1	0	0	0	1	0	0	0	1	0
PROKKA_CAM_01810 	No_Uniref	0	0	0	1	0	0	0	1	1	0	1
PROKKA_CC57c_00461 	UniRef90_M3JD29|981	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_00460 	UniRef90_M3JEY4|1107	0	0	1	0	0	0	0	0	0	0	0
PROKKA_ATCC51146_01140 	UniRef90_I1DQE1|720	0	0	0	0	1	0	0	0	0	0	0
PROKKA_ATCC51146_01141 	UniRef90_C6RGE5|933	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00919 	UniRef90_M3I2D9|2088	0	0	1	1	0	0	0	1	1	0	1
PROKKA_CC57c_00918 	UniRef90_M3JBP6|843	0	0	1	1	0	0	0	1	1	0	1
PROKKA_B32_SW_00382 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_00384 	UniRef90_A7ZEU7|981	1	1	0	0	0	1	1	0	0	1	0
PROKKA_ATCC51146_01789 	UniRef90_C6RHC9|894	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CC57c_00911 	UniRef90_M3JBN4|525	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01600 	UniRef90_B9D221|2199	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01975 	UniRef90_B9CYD7|123	0	1	0	0	0	1	0	0	0	1	0
PROKKA_CC57c_00264 	UniRef90_M3JDK1|606	0	0	1	1	0	0	0	1	0	0	1
PROKKA_ATCC51146_01780 	UniRef90_B9CZL8|642	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01607 	No_Uniref	0	1	0	0	0	1	1	0	0	1	0
PROKKA_129_MSG_01606 	UniRef90_M3JA79|177	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_01817 	UniRef90_M3IIG0|354	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_02403 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_ATCC51146_01898 	UniRef90_C6RCL2|651	0	0	0	0	1	0	0	0	0	0	0
PROKKA_129_MSG_00952 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_00953 	UniRef90_M5IQU5|270	0	1	0	0	0	1	1	0	1	1	0
PROKKA_B91_SCBr_00446 	UniRef90_I6V3L6|474	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01767 	UniRef90_M3IMR3|1107	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01760 	UniRef90_B9CZQ8|780	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_01070 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CSUNSWCD_01286 	UniRef90_M5IGD5|117	0	0	0	0	0	0	1	0	0	0	0
PROKKA_ATCC51146_00783 	UniRef90_B9D1H8|1941	0	0	1	1	1	0	0	1	1	0	1
PROKKA_129_MSG_02173 	UniRef90_B9D149|648	1	1	1	0	0	1	1	0	1	1	0
PROKKA_B91_SCBr_00879 	UniRef90_M3JAK9|375	0	0	0	1	0	0	0	1	0	0	1
PROKKA_CC57c_00609 	UniRef90_A7H0D1|1215	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00786 	UniRef90_B9D1H5|702	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_01221 	UniRef90_M5IPN4|306	1	1	0	0	0	1	0	0	0	1	0
PROKKA_B91_SCBr_00873 	UniRef90_M3ILL2|255	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01491 	UniRef90_C6RIG9|345	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CC57c_00607 	UniRef90_M3I3A4|195	0	0	1	0	0	0	0	0	0	0	0
PROKKA_ATCC51146_01361 	UniRef90_M3JDF9|249	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01494 	UniRef90_C6RIH4|1443	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_00784 	UniRef90_M5IS88|396	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CC57c_00603 	UniRef90_M3JEK6|330	1	1	1	1	0	1	1	1	1	1	1
PROKKA_129_MSG_01775 	UniRef90_C6RCY6|177	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_01326 	UniRef90_M5IDY7|1944	1	1	1	0	0	1	1	0	1	1	0
PROKKA_ATCC51146_00143 	UniRef90_C6RHX6|1182	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_01324 	UniRef90_M3JCJ3|849	1	1	1	0	0	1	1	0	1	1	0
PROKKA_129_MSG_01771 	UniRef90_B9D4A1|402	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_01322 	UniRef90_M3GYB9|222	1	1	1	0	0	1	1	0	1	1	0
PROKKA_129_MSG_01773 	UniRef90_M3GZ11|1116	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00146 	UniRef90_C6RHX3|1344	0	0	0	0	1	0	0	0	0	0	0
PROKKA_B32_SW_00032 	UniRef90_B9CXN2|1281	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01678 	UniRef90_C6RGV7|267	0	0	0	0	1	0	0	0	0	0	0
PROKKA_B32_SW_00031 	UniRef90_M5IQC5|1203	1	1	0	0	0	1	1	0	0	1	0
PROKKA_CSUNSWCD_02003 	UniRef90_U2F1F0|1449	0	0	0	0	0	0	1	0	0	0	0
PROKKA_CAM_01329 	UniRef90_B9D152|219	0	0	0	0	0	0	0	0	1	0	0
PROKKA_ATCC51146_01679 	UniRef90_C6RGV8|267	0	0	0	0	1	0	0	0	0	0	0
PROKKA_B91_SCBr_01176 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_ATCC51146_01171 	UniRef90_C6RGB1|471	0	0	0	0	1	0	0	0	0	0	0
PROKKA_B91_SCBr_00275 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00277 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_129_MSG_02207 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_CSUNSWCD_01077 	No_Uniref	0	0	0	0	0	0	1	0	0	0	0
PROKKA_CSUNSWCD_02004 	UniRef90_M5IRW4|258	0	0	0	0	0	0	1	0	0	0	0
PROKKA_CAM_00816 	UniRef90_C6RID5|2121	0	0	0	0	0	0	0	0	1	0	0
PROKKA_ATCC51146_01674 	UniRef90_B9D3W3|1179	0	0	0	0	1	0	0	0	1	0	0
PROKKA_129_MSG_01159 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B91_SCBr_00174 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00479 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_CC57c_00536 	UniRef90_B9D4D7|810	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_00477 	No_Uniref	0	0	0	1	0	0	0	1	1	0	1
PROKKA_129_MSG_01154 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_01157 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_CC57c_00130 	UniRef90_M3I4R8|1050	0	0	1	0	0	0	0	0	0	0	0
PROKKA_B91_SCBr_00472 	UniRef90_M3GYE7|543	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01153 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_ATCC51146_00366 	UniRef90_B9CYE6|828	1	1	0	0	1	1	1	0	1	1	0
PROKKA_CC57c_00047 	UniRef90_M3IN79|1125	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_00046 	UniRef90_M3H1Q2|351	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CAM_01259 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_01258 	UniRef90_A7ZCX5|1509	1	1	1	0	0	1	1	0	1	1	0
PROKKA_CC57c_00043 	UniRef90_M3JEA9|576	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_00042 	UniRef90_M3JG52|399	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_00737 	UniRef90_M3JC77|666	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_00901 	UniRef90_C8PHB0|690	1	1	1	1	1	1	0	1	1	1	1
PROKKA_CC57c_00739 	UniRef90_M5IFN4|486	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CAM_01252 	UniRef90_M3JDE1|1065	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_00557 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_ATCC51146_00562 	UniRef90_C6RFU0|1218	0	0	0	1	1	0	0	1	1	0	1
PROKKA_CAM_01255 	UniRef90_C6RDC5|486	1	1	1	0	1	1	1	0	1	1	0
PROKKA_CC57c_00824 	UniRef90_A7ZFV4|1572	0	0	1	0	0	0	0	0	0	0	0
PROKKA_129_MSG_01550 	UniRef90_M5IHB4|483	1	1	0	0	0	1	1	0	0	1	0
PROKKA_129_MSG_01553 	UniRef90_A0RQC0|567	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01552 	UniRef90_M3JFD2|219	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01555 	UniRef90_B9D188|546	0	1	1	1	1	1	0	1	1	1	1
PROKKA_CAM_01498 	UniRef90_B9D5V9|699	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01557 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_CC57c_00746 	UniRef90_M5IQH0|318	1	0	1	0	0	0	1	0	0	0	0
PROKKA_129_MSG_00822 	UniRef90_M3JAK9|375	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_00823 	UniRef90_C6RHC3|1122	0	1	1	1	1	1	0	1	1	1	1
PROKKA_CAM_01497 	UniRef90_B9D614|1698	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00827 	UniRef90_C6RHB9|960	0	1	1	1	1	1	0	1	0	1	1
PROKKA_B91_SCBr_00019 	UniRef90_C6RI41|816	1	0	0	1	0	0	1	1	0	0	1
PROKKA_B91_SCBr_00018 	UniRef90_C6RI41|816	1	0	0	1	0	0	1	1	0	0	1
PROKKA_B91_SCBr_01072 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_CSUNSWCD_01384 	UniRef90_M5IGR1|288	0	0	0	0	0	0	1	0	0	0	0
PROKKA_B91_SCBr_00013 	UniRef90_C6RI46|750	1	1	1	1	1	1	1	1	0	1	1
PROKKA_B91_SCBr_01778 	UniRef90_C6REV1|663	1	1	0	1	1	1	1	1	0	1	1
PROKKA_B91_SCBr_00014 	UniRef90_C6RI45|672	1	1	1	1	1	1	1	1	0	1	1
PROKKA_B91_SCBr_00017 	UniRef90_C6RI42|1002	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_01012 	UniRef90_M3HZR6|564	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CSUNSWCD_00798 	UniRef90_M5IJB4|765	0	0	0	0	0	0	1	0	0	0	0
PROKKA_B91_SCBr_01011 	UniRef90_B9D314|1008	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_01016 	UniRef90_B9D319|471	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00210 	UniRef90_C6RDZ5|153	0	0	0	0	1	0	0	0	0	0	0
PROKKA_B91_SCBr_01014 	UniRef90_C6RFR5|1113	0	0	1	1	0	0	0	1	0	0	1
PROKKA_CSUNSWCD_02028 	UniRef90_M5IT57|756	1	0	0	0	0	0	1	0	0	0	0
PROKKA_B91_SCBr_01526 	UniRef90_B9D4J8|303	0	0	1	1	0	0	0	1	1	0	1
PROKKA_CAM_01079 	UniRef90_M3J8P9|3075	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_01396 	UniRef90_A7GZT6|270	0	1	0	0	0	1	0	0	1	0	0
PROKKA_129_MSG_01395 	UniRef90_A7GZT8|300	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_01394 	UniRef90_A7GZT9|261	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_01393 	UniRef90_U2ETZ6|2949	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_01392 	UniRef90_U2GNQ5|654	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_01391 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_01390 	UniRef90_U2GHR8|597	0	1	0	0	0	1	0	0	0	1	0
PROKKA_CAM_02078 	UniRef90_M3HZH5|390	0	0	0	0	1	0	0	0	1	0	0
PROKKA_CAM_01784 	UniRef90_M3JCQ4|471	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_01787 	No_Uniref	0	0	0	0	1	0	0	0	1	0	0
PROKKA_129_MSG_00731 	UniRef90_B9D3V9|1203	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_02072 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B91_SCBr_00380 	UniRef90_M3IHS9|786	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_01779 	UniRef90_M3JA04|216	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00382 	UniRef90_M3HZ97|870	0	0	1	1	1	0	0	1	1	0	1
PROKKA_CC57c_00490 	UniRef90_M3H0G4|504	0	0	1	0	0	0	0	0	0	0	0
PROKKA_129_MSG_00738 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B91_SCBr_00386 	UniRef90_M3GW13|471	0	0	1	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00656 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00652 	UniRef90_U2ETT2|1389	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00651 	UniRef90_U2GJX4|414	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00650 	UniRef90_U2EVR5|873	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B32_SW_01157 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B91_SCBr_01702 	UniRef90_C6REG4|339	0	0	0	1	1	0	0	1	1	0	1
PROKKA_B91_SCBr_01703 	UniRef90_B9CYG2|921	0	0	0	1	0	0	0	1	0	0	1
PROKKA_CAM_02090 	UniRef90_C6REY0|2511	0	0	0	0	1	0	0	0	1	0	0
PROKKA_129_MSG_00049 	UniRef90_B9D2W6|1896	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_01612 	No_Uniref	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CSUNSWCD_01127 	UniRef90_C6RIY8|1629	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00041 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_00042 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_00044 	UniRef90_C6RF63|420	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_00046 	UniRef90_B9D2X1|1164	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00261 	UniRef90_C6RE52|738	1	1	1	1	1	1	0	1	0	1	1
PROKKA_B91_SCBr_01830 	UniRef90_B9CXY5|1149	0	0	0	1	0	0	0	1	0	0	1
PROKKA_129_MSG_00603 	UniRef90_B9D4R7|984	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00600 	UniRef90_C6RIP2|1260	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_01381 	UniRef90_M3I1T5|960	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_01834 	UniRef90_A7ZFT3|2289	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_01835 	UniRef90_A7ZFT4|549	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_01384 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_01837 	UniRef90_B9CXX9|885	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_01838 	UniRef90_G4B3M1|159	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_01839 	UniRef90_M5IG62|195	0	0	0	1	0	0	0	1	0	0	1
PROKKA_CAM_02416 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02410 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02411 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02412 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02413 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_00319 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_129_MSG_01379 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B91_SCBr_00497 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00496 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00491 	UniRef90_B9D1K4|816	0	0	1	1	0	0	0	1	0	0	1
PROKKA_CC57c_01423 	UniRef90_M3I0W6|1194	0	0	1	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00493 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_129_MSG_00711 	UniRef90_M5IIL5|375	0	1	1	0	0	1	1	0	0	1	0
PROKKA_CC57c_01429 	UniRef90_A7GWZ3|804	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01816 	UniRef90_C6RH99|1671	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_01012 	UniRef90_C6RIG8|123	0	0	0	0	0	0	0	0	1	0	0
PROKKA_ATCC51146_01811 	UniRef90_M5IRF3|531	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01813 	UniRef90_B9D4G8|768	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CSUNSWCD_01633 	UniRef90_M3I323|423	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CSUNSWCD_01632 	UniRef90_M3JAF0|1428	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_00579 	UniRef90_UPI00037C883B|405	0	0	0	1	0	0	0	1	0	0	1
PROKKA_ATCC51146_01818 	UniRef90_M3GYV5|873	0	0	1	0	1	0	0	0	1	0	0
PROKKA_CSUNSWCD_01636 	UniRef90_B9D5S1|1401	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CSUNSWCD_01635 	UniRef90_A7GX91|1575	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_02326 	UniRef90_B9D579|1449	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B32_SW_01979 	UniRef90_M3IN76|885	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_02324 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02325 	UniRef90_B9D580|483	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02322 	UniRef90_B9D583|1392	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02323 	UniRef90_B9D582|453	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B32_SW_01608 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CAM_02321 	UniRef90_B9D584|633	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_01925 	UniRef90_M5IR59|204	1	1	0	0	0	1	1	0	1	1	0
PROKKA_B32_SW_01607 	UniRef90_UPI00036077F6|864	1	0	0	0	0	0	0	0	1	0	0
PROKKA_B32_SW_01604 	UniRef90_I0SAM2|516	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CAM_01926 	UniRef90_C6RFX0|1086	0	0	0	0	1	0	0	0	1	0	0
PROKKA_CAM_01921 	UniRef90_Q6W3K5|306	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_01603 	UniRef90_C5NYC8|894	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CSUNSWCD_01385 	UniRef90_M5ISC6|543	1	1	0	1	0	1	1	1	0	1	1
PROKKA_B32_SW_01977 	UniRef90_M3JE81|636	1	1	0	1	1	1	1	1	0	1	1
PROKKA_CAM_02252 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_129_MSG_01011 	UniRef90_A7H101|234	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_02250 	No_Uniref	0	1	0	0	0	1	0	0	1	1	0
PROKKA_CC57c_01087 	UniRef90_M3JB73|735	0	0	1	1	1	0	0	1	1	0	1
PROKKA_CAM_01003 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CC57c_01081 	UniRef90_C6RH86|531	1	0	1	0	0	0	1	0	0	0	0
PROKKA_CC57c_01082 	UniRef90_C6RH85|264	1	1	1	0	1	1	1	0	0	1	0
PROKKA_B91_SCBr_01880 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_CC57c_01732 	UniRef90_M5IRC9|192	1	1	1	0	1	1	1	0	0	1	0
PROKKA_CC57c_01733 	UniRef90_M3I032|264	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CAM_02258 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02259 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CC57c_01088 	UniRef90_M3I1W3|735	0	0	1	0	0	0	0	0	1	0	0
PROKKA_CC57c_01737 	UniRef90_M3GWW9|810	0	0	1	0	0	0	0	0	0	0	0
PROKKA_B32_SW_02083 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B91_SCBr_01638 	UniRef90_C8PL18|819	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_01639 	UniRef90_C8PL18|819	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00724 	UniRef90_M3JE34|735	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_01885 	No_Uniref	0	0	0	1	0	0	0	1	1	0	1
PROKKA_B91_SCBr_01636 	UniRef90_M5IPX3|897	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_00557 	UniRef90_B9D5Z6|867	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00112 	UniRef90_U2EBL4|828	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CAM_02341 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CSUNSWCD_01257 	UniRef90_M5IKE4|1719	0	0	0	0	0	0	1	0	0	0	0
PROKKA_CSUNSWCD_01703 	UniRef90_M3J9H5|2013	1	1	0	0	0	1	1	0	1	1	0
PROKKA_CAM_00493 	UniRef90_B9CXX5|438	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CSUNSWCD_01904 	UniRef90_M5ISZ9|252	0	0	0	0	0	0	1	0	0	0	0
PROKKA_B32_SW_01773 	No_Uniref	1	1	0	0	0	1	0	0	0	1	0
